
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-05 21:16:15 ........................................................................................... ~ 0s
  2026-05-05 21:16:15 ........................................................................................... ~ 1s
  2026-05-05 21:16:16 ........................................................................................... ~ 0s
  2026-05-05 21:16:16 ........................................................................................... ~ 0s
  2026-05-05 21:16:16 ........................................................................................... ~ 1s
  2026-05-05 21:16:17 ........................................................................................... ~ 0s
  2026-05-05 21:16:18 ........................................................................................... ~ 0s
  2026-05-05 21:16:18 ........................................................................................... ~ 0s
  2026-05-05 21:16:18 ........................................................................................... ~ 0s
  2026-05-05 21:16:18 ........................................................................................... ~ 0s
  2026-05-05 21:16:19 ........................................................................................... ~ 0s
  2026-05-05 21:16:19 ........................................................................................... ~ 0s
  2026-05-05 21:16:19 ........................................................................................... ~ 0s
  2026-05-05 21:16:19 ........................................................................................... ~ 0s
  2026-05-05 21:16:20 ........................................................................................... ~ 0s
  2026-05-05 21:16:20 ........................................................................................... ~ 0s
  2026-05-05 21:16:20 ........................................................................................... ~ 0s
  2026-05-05 21:16:20 ........................................................................................... ~ 0s
  2026-05-05 21:16:21 ........................................................................................... ~ 0s
  2026-05-05 21:16:21 ........................................................................................... ~ 0s
  2026-05-05 21:16:21 ........................................................................................... ~ 0s
  2026-05-05 21:16:21 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 0s
  2026-05-05 21:16:22 ........................................................................................... ~ 1s
  2026-05-05 21:16:23 ........................................................................................... ~ 0s
  2026-05-05 21:16:23 ........................................................................................... ~ 0s
  2026-05-05 21:16:23 ........................................................................................... ~ 0s
  2026-05-05 21:16:23 ........................................................................................... ~ 0s
  2026-05-05 21:16:24 ........................................................................................... ~ 0s
  2026-05-05 21:16:24 ........................................................................................... ~ 0s
  2026-05-05 21:16:24 ........................................................................................... ~ 0s
  2026-05-05 21:16:24 ........................................................................................... ~ 0s
  2026-05-05 21:16:25 ........................................................................................... ~ 0s
  2026-05-05 21:16:25 ........................................................................................... ~ 0s
  2026-05-05 21:16:25 ........................................................................................... ~ 0s
  2026-05-05 21:16:25 ........................................................................................... ~ 0s
  2026-05-05 21:16:26 ........................................................................................... ~ 0s
  2026-05-05 21:16:26 ........................................................................................... ~ 0s
  2026-05-05 21:16:26 ........................................................................................... ~ 0s
  2026-05-05 21:16:26 ........................................................................................... ~ 1s
  2026-05-05 21:16:27 ........................................................................................... ~ 0s
  2026-05-05 21:16:27 ........................................................................................... ~ 0s
  2026-05-05 21:16:27 ........................................................................................... ~ 0s
  2026-05-05 21:16:27 ........................................................................................... ~ 1s
  2026-05-05 21:16:28 ........................................................................................... ~ 0s
  2026-05-05 21:16:28 ........................................................................................... ~ 0s
  2026-05-05 21:16:28 ........................................................................................... ~ 0s
  2026-05-05 21:16:28 ........................................................................................... ~ 0s
  2026-05-05 21:16:29 ........................................................................................... ~ 0s
  2026-05-05 21:16:29 ........................................................................................... ~ 0s
  2026-05-05 21:16:29 ........................................................................................... ~ 0s
  2026-05-05 21:16:30 ........................................................................................... ~ 0s
  2026-05-05 21:16:30 ........................................................................................... ~ 0s
  2026-05-05 21:16:31 ........................................................................................... ~ 0s
  2026-05-05 21:16:31 ........................................................................................... ~ 0s
  2026-05-05 21:16:31 ........................................................................................... ~ 0s
  2026-05-05 21:16:31 ........................................................................................... ~ 0s
  2026-05-05 21:16:32 ........................................................................................... ~ 0s
  2026-05-05 21:16:32 ........................................................................................... ~ 0s
  2026-05-05 21:16:32 ........................................................................................... ~ 0s
  2026-05-05 21:16:32 ........................................................................................... ~ 0s
  2026-05-05 21:16:33 ........................................................................................... ~ 0s
  2026-05-05 21:16:33 ........................................................................................... ~ 0s
  2026-05-05 21:16:33 ........................................................................................... ~ 0s
  2026-05-05 21:16:33 ........................................................................................... ~ 0s
  2026-05-05 21:16:34 ........................................................................................... ~ 0s
  2026-05-05 21:16:34 ........................................................................................... ~ 0s
  2026-05-05 21:16:34 ........................................................................................... ~ 0s
  2026-05-05 21:16:34 ........................................................................................... ~ 0s
  2026-05-05 21:16:35 ........................................................................................... ~ 0s
  2026-05-05 21:16:35 ........................................................................................... ~ 0s
  2026-05-05 21:16:35 ........................................................................................... ~ 0s
  2026-05-05 21:16:35 ........................................................................................... ~ 0s
  2026-05-05 21:16:36 ........................................................................................... ~ 0s
  2026-05-05 21:16:36 ........................................................................................... ~ 0s
  2026-05-05 21:16:36 ........................................................................................... ~ 0s
  2026-05-05 21:16:36 ........................................................................................... ~ 0s
  2026-05-05 21:16:37 ........................................................................................... ~ 0s
  2026-05-05 21:16:37 ........................................................................................... ~ 0s
  2026-05-05 21:16:37 ........................................................................................... ~ 0s
  2026-05-05 21:16:37 ........................................................................................... ~ 0s
  2026-05-05 21:16:38 ........................................................................................... ~ 0s
  2026-05-05 21:16:38 ........................................................................................... ~ 0s
  2026-05-05 21:16:38 ........................................................................................... ~ 0s
  2026-05-05 21:16:38 ........................................................................................... ~ 0s
  2026-05-05 21:16:40 ........................................................................................... ~ 0s
  2026-05-05 21:16:40 ........................................................................................... ~ 0s
  2026-05-05 21:16:40 ........................................................................................... ~ 0s
  2026-05-05 21:16:40 ........................................................................................... ~ 0s
  2026-05-05 21:16:41 ........................................................................................... ~ 0s
  2026-05-05 21:16:41 ........................................................................................... ~ 0s
  2026-05-05 21:16:41 ........................................................................................... ~ 0s
  2026-05-05 21:16:41 ........................................................................................... ~ 0s
  2026-05-05 21:16:42 ........................................................................................... ~ 0s
  2026-05-05 21:16:42 ........................................................................................... ~ 0s
  2026-05-05 21:16:42 ........................................................................................... ~ 0s
  2026-05-05 21:16:42 ........................................................................................... ~ 0s
  2026-05-05 21:16:42 ........................................................................................... ~ 1s
  2026-05-05 21:16:42 ........................................................................................... ~ 1s
  2026-05-05 21:16:43 ........................................................................................... ~ 0s
  2026-05-05 21:16:43 ........................................................................................... ~ 0s
  2026-05-05 21:16:43 ........................................................................................... ~ 1s
  2026-05-05 21:16:44 ........................................................................................... ~ 0s
  2026-05-05 21:16:44 ........................................................................................... ~ 0s
  2026-05-05 21:16:44 ........................................................................................... ~ 0s
  2026-05-05 21:16:44 ........................................................................................... ~ 0s
  2026-05-05 21:16:44 ........................................................................................... ~ 0s
  2026-05-05 21:16:44 ........................................................................................... ~ 1s
  2026-05-05 21:16:45 ........................................................................................... ~ 0s
  2026-05-05 21:16:46 ........................................................................................... ~ 0s
  2026-05-05 21:16:46 ........................................................................................... ~ 0s
  2026-05-05 21:16:46 ........................................................................................... ~ 0s
  2026-05-05 21:16:46 ........................................................................................... ~ 0s
  2026-05-05 21:16:47 ........................................................................................... ~ 0s
  2026-05-05 21:16:47 ........................................................................................... ~ 0s
  2026-05-05 21:16:47 ........................................................................................... ~ 0s
  2026-05-05 21:16:47 ........................................................................................... ~ 0s
  2026-05-05 21:16:48 ........................................................................................... ~ 0s
  2026-05-05 21:16:48 ........................................................................................... ~ 0s
  2026-05-05 21:16:48 ........................................................................................... ~ 0s
  2026-05-05 21:16:48 ........................................................................................... ~ 0s
  2026-05-05 21:16:49 ........................................................................................... ~ 0s
  2026-05-05 21:16:49 ........................................................................................... ~ 0s
  2026-05-05 21:16:49 ........................................................................................... ~ 0s
  2026-05-05 21:16:49 ........................................................................................... ~ 0s
  2026-05-05 21:16:50 ........................................................................................... ~ 0s
  2026-05-05 21:16:50 ........................................................................................... ~ 0s
  2026-05-05 21:16:50 ........................................................................................... ~ 0s
  2026-05-05 21:16:50 ........................................................................................... ~ 0s
  2026-05-05 21:16:51 ........................................................................................... ~ 0s
  2026-05-05 21:16:51 ........................................................................................... ~ 0s
  2026-05-05 21:16:51 ........................................................................................... ~ 0s
  2026-05-05 21:16:51 ........................................................................................... ~ 0s
  2026-05-05 21:16:52 ........................................................................................... ~ 0s
  2026-05-05 21:16:52 ........................................................................................... ~ 0s
  2026-05-05 21:16:52 ........................................................................................... ~ 0s
  2026-05-05 21:16:52 ........................................................................................... ~ 0s
  2026-05-05 21:16:53 ........................................................................................... ~ 0s
  2026-05-05 21:16:53 ........................................................................................... ~ 0s
  2026-05-05 21:16:53 ........................................................................................... ~ 0s
  2026-05-05 21:16:53 ........................................................................................... ~ 0s
  2026-05-05 21:16:53 ........................................................................................... ~ 1s
  2026-05-05 21:16:54 ........................................................................................... ~ 0s
  2026-05-05 21:16:54 ........................................................................................... ~ 0s
  2026-05-05 21:16:54 ........................................................................................... ~ 0s
  2026-05-05 21:16:55 ........................................................................................... ~ 0s
  2026-05-05 21:16:55 ........................................................................................... ~ 0s
  2026-05-05 21:16:55 ........................................................................................... ~ 0s
  2026-05-05 21:16:55 ........................................................................................... ~ 0s
  2026-05-05 21:16:56 ........................................................................................... ~ 0s
  2026-05-05 21:16:56 ........................................................................................... ~ 0s
  2026-05-05 21:16:56 ........................................................................................... ~ 0s
  2026-05-05 21:16:56 ........................................................................................... ~ 1s
  2026-05-05 21:16:57 ........................................................................................... ~ 0s
  2026-05-05 21:16:57 ........................................................................................... ~ 0s
  2026-05-05 21:16:57 ........................................................................................... ~ 0s
  2026-05-05 21:16:57 ........................................................................................... ~ 0s
  2026-05-05 21:16:58 ........................................................................................... ~ 0s
  2026-05-05 21:16:58 ........................................................................................... ~ 0s
  2026-05-05 21:16:58 ........................................................................................... ~ 0s
  2026-05-05 21:16:58 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 0s
  2026-05-05 21:16:59 ........................................................................................... ~ 1s
  2026-05-05 21:17:00 ........................................................................................... ~ 0s
  2026-05-05 21:17:00 ........................................................................................... ~ 0s
  2026-05-05 21:17:00 ........................................................................................... ~ 0s
  2026-05-05 21:17:00 ........................................................................................... ~ 0s
  2026-05-05 21:17:00 ........................................................................................... ~ 0s
  2026-05-05 21:17:01 ........................................................................................... ~ 0s
  2026-05-05 21:17:01 ........................................................................................... ~ 0s
  2026-05-05 21:17:01 ........................................................................................... ~ 0s
  2026-05-05 21:17:01 ........................................................................................... ~ 0s
  2026-05-05 21:17:01 ........................................................................................... ~ 0s
  2026-05-05 21:17:02 ........................................................................................... ~ 0s
  2026-05-05 21:17:02 ........................................................................................... ~ 0s
  2026-05-05 21:17:02 ........................................................................................... ~ 0s
  2026-05-05 21:17:02 ........................................................................................... ~ 0s
  2026-05-05 21:17:03 ........................................................................................... ~ 0s
  2026-05-05 21:17:03 ........................................................................................... ~ 0s
  2026-05-05 21:17:03 ........................................................................................... ~ 0s
  2026-05-05 21:17:03 ........................................................................................... ~ 0s
  2026-05-05 21:17:04 ........................................................................................... ~ 0s
  2026-05-05 21:17:04 ........................................................................................... ~ 0s
  2026-05-05 21:17:04 ........................................................................................... ~ 0s
  2026-05-05 21:17:04 ........................................................................................... ~ 0s
  2026-05-05 21:17:05 ........................................................................................... ~ 0s
  2026-05-05 21:17:05 ........................................................................................... ~ 0s
  2026-05-05 21:17:05 ........................................................................................... ~ 0s
  2026-05-05 21:17:05 ........................................................................................... ~ 0s
  2026-05-05 21:17:06 ........................................................................................... ~ 0s
  2026-05-05 21:17:06 ........................................................................................... ~ 0s
  2026-05-05 21:17:06 ........................................................................................... ~ 0s
  2026-05-05 21:17:06 ........................................................................................... ~ 0s
  2026-05-05 21:17:07 ........................................................................................... ~ 0s
  2026-05-05 21:17:07 ........................................................................................... ~ 0s
  2026-05-05 21:17:07 ........................................................................................... ~ 0s
  2026-05-05 21:17:07 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 0s
  2026-05-05 21:17:08 ........................................................................................... ~ 1s
  2026-05-05 21:17:08 ........................................................................................... ~ 1s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 0s
  2026-05-05 21:17:09 ........................................................................................... ~ 1s
  2026-05-05 21:17:09 ........................................................................................... ~ 1s
  2026-05-05 21:17:10 ........................................................................................... ~ 0s
  2026-05-05 21:17:10 ........................................................................................... ~ 0s
  2026-05-05 21:17:10 ........................................................................................... ~ 0s
  2026-05-05 21:17:10 ........................................................................................... ~ 0s
  2026-05-05 21:17:10 ........................................................................................... ~ 0s
  2026-05-05 21:17:10 ........................................................................................... ~ 1s
  2026-05-05 21:17:10 ........................................................................................... ~ 1s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 0s
  2026-05-05 21:17:11 ........................................................................................... ~ 1s
  2026-05-05 21:17:11 ........................................................................................... ~ 1s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 0s
  2026-05-05 21:17:12 ........................................................................................... ~ 1s
  2026-05-05 21:17:12 ........................................................................................... ~ 1s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 0s
  2026-05-05 21:17:13 ........................................................................................... ~ 1s
  2026-05-05 21:17:13 ........................................................................................... ~ 1s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 0s
  2026-05-05 21:17:14 ........................................................................................... ~ 1s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 0s
  2026-05-05 21:17:15 ........................................................................................... ~ 1s
  2026-05-05 21:17:15 ........................................................................................... ~ 1s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 0s
  2026-05-05 21:17:16 ........................................................................................... ~ 1s
  2026-05-05 21:17:16 ........................................................................................... ~ 1s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 0s
  2026-05-05 21:17:17 ........................................................................................... ~ 1s
  2026-05-05 21:17:17 ........................................................................................... ~ 1s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 0s
  2026-05-05 21:17:18 ........................................................................................... ~ 1s
  2026-05-05 21:17:18 ........................................................................................... ~ 1s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 0s
  2026-05-05 21:17:19 ........................................................................................... ~ 1s
  2026-05-05 21:17:19 ........................................................................................... ~ 1s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 0s
  2026-05-05 21:17:20 ........................................................................................... ~ 1s
  2026-05-05 21:17:20 ........................................................................................... ~ 1s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 0s
  2026-05-05 21:17:21 ........................................................................................... ~ 1s
  2026-05-05 21:17:21 ........................................................................................... ~ 1s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 0s
  2026-05-05 21:17:22 ........................................................................................... ~ 1s
  2026-05-05 21:17:22 ........................................................................................... ~ 1s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 0s
  2026-05-05 21:17:23 ........................................................................................... ~ 1s
  2026-05-05 21:17:23 ........................................................................................... ~ 1s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 0s
  2026-05-05 21:17:24 ........................................................................................... ~ 1s
  2026-05-05 21:17:24 ........................................................................................... ~ 1s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 0s
  2026-05-05 21:17:25 ........................................................................................... ~ 1s
  2026-05-05 21:17:25 ........................................................................................... ~ 1s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 0s
  2026-05-05 21:17:26 ........................................................................................... ~ 1s
  2026-05-05 21:17:26 ........................................................................................... ~ 1s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 0s
  2026-05-05 21:17:27 ........................................................................................... ~ 1s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 0s
  2026-05-05 21:17:28 ........................................................................................... ~ 1s
  2026-05-05 21:17:28 ........................................................................................... ~ 1s
  2026-05-05 21:17:29 ........................................................................................... ~ 0s
